No.,file_name,law_type,year,law_name,Số hiệu,lĩnh_vực,status,file_path,file_type,"SỬA ĐỔI, BỔ SUNG",_so_hieu_key,CHECK_META_IN_AUTH,CHECK_AUTH_IN_META,RECORD_TYPE,IN_AUTHORITATIVE
1,Bộ luật-100-2015-QH13,BỘ LUẬT,2015,BỘ LUẬT HÌNH SỰ,100/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Bộ luật-100-2015-QH13.docx,.docx,,100/2015/QH13,OK,,METADATA_ROW,True
2,Bộ luật-101-2015-QH13,BỘ LUẬT,2015,BỘ LUẬT TỐ TỤNG HÌNH SỰ,101/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Bộ luật-101-2015-QH13.docx,.docx,,101/2015/QH13,OK,,METADATA_ROW,True
3,Bộ luật-45-2019-QH14,BỘ LUẬT,2019,BỘ LUẬT LAO ĐỘNG,45/2019/QH14,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Bộ luật-45-2019-QH14.docx,.docx,,45/2019/QH14,OK,,METADATA_ROW,True
4,Bộ luật-91-2015-QH13,BỘ LUẬT,2015,BỘ LUẬT DÂN SỰ,91/2015/QH13,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Bộ luật-91-2015-QH13.docx,.docx,,91/2015/QH13,OK,,METADATA_ROW,True
5,Bộ luật-92-2015-QH13,BỘ LUẬT,2015,BỘ LUẬT TỐ TỤNG DÂN SỰ,92/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Bộ luật-92-2015-QH13.docx,.docx,,92/2015/QH13,OK,,METADATA_ROW,True
6,Bộ luật-95-2015-QH13,BỘ LUẬT,2015,BỘ LUẬT HÀNG HẢI VIỆT NAM,95/2015/QH13,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Bộ luật-95-2015-QH13.docx,.docx,,95/2015/QH13,OK,,METADATA_ROW,True
7,Luật-01-2016-QH14,LUẬT,2016,LUẬT ĐẤU GIÁ TÀI SẢN,01/2016/QH14,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-01-2016-QH14.docx,.docx,,01/2016/QH14,OK,,METADATA_ROW,True
8,Luật-01-2021-QH15,LUẬT,2021,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU VÀ PHỤ LỤC DANH MỤC CHỈ TIÊU THỐNG KÊ QUỐC GIA CỦA LUẬT THỐNG KÊ",01/2021/QH15,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-01-2021-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",01/2021/QH15,OK,,METADATA_ROW,True
9,Luật-02-2011-QH13,LUẬT,2011,LUẬT KHIẾU NẠI,02/2011/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-02-2011-QH13.docx,.docx,,02/2011/QH13,OK,,METADATA_ROW,True
10,Luật-02-2016-QH14,LUẬT,2016,"LUẬT TÍN NGƯỠNG, TÔN GIÁO",02/2016/QH14,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-02-2016-QH14.docx,.docx,,02/2016/QH14,OK,,METADATA_ROW,True
11,Luật-02-2021-QH15,LUẬT,2021,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA BỘ LUẬT TỐ TỤNG HÌNH SỰ",02/2021/QH15,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-02-2021-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",02/2021/QH15,OK,,METADATA_ROW,True
12,Luật-03-2007-QH12,LUẬT,2007,"LUẬT PHÒNG, CHỐNG BỆNH TRUYỀN NHIỄM",03/2007/QH12,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-03-2007-QH12.docx,.docx,,03/2007/QH12,OK,,METADATA_ROW,True
13,Luật-03-2022-QH15,LUẬT,2022,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT ĐẦU TƯ CÔNG, LUẬT ĐẦU TƯ THEO PHƯƠNG THỨC ĐỐI TÁC CÔNG TƯ, LUẬT ĐẦU TƯ, LUẬT NHÀ Ở, LUẬT ĐẤU THẦU, LUẬT ĐIỆN LỰC, LUẬT DOANH NGHIỆP, LUẬT THUẾ TIÊU THỤ ĐẶC BIỆT VÀ LUẬT THI HÀNH ÁN DÂN SỰ",03/2022/QH15,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-03-2022-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",03/2022/QH15,OK,,METADATA_ROW,True
14,Luật-04-2007-QH12,LUẬT,2007,LUẬT THUẾ THU NHẬP CÁ NHÂN,04/2007/QH12,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-04-2007-QH12.docx,.docx,,04/2007/QH12,OK,,METADATA_ROW,True
15,Luật-04-2011-QH13,LUẬT,2011,LUẬT ĐO LƯỜNG,04/2011/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-04-2011-QH13.docx,.docx,,04/2011/QH13,OK,,METADATA_ROW,True
16,Luật-04-2017-QH14,LUẬT,2017,LUẬT HỖ TRỢ DOANH NGHIỆP NHỎ VÀ VỪA,04/2017/QH14,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-04-2017-QH14.docx,.docx,,04/2017/QH14,OK,,METADATA_ROW,True
17,Luật-04-2022-QH15,LUẬT,2022,LUẬT CẢNH SÁT CƠ ĐỘNG,04/2022/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-04-2022-QH15.docx,.docx,,04/2022/QH15,OK,,METADATA_ROW,True
18,Luật-05-2007-QH12,LUẬT,2007,"LUẬT CHẤT LƯỢNG SẢN PHẨM, HÀNG HOÁ",05/2007/QH12,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-05-2007-QH12.docx,.docx,,05/2007/QH12,OK,,METADATA_ROW,True
19,Luật-05-2011-QH13,LUẬT,2011,LUẬT CƠ YẾU,05/2011/QH13,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-05-2011-QH13.docx,.docx,,05/2011/QH13,OK,,METADATA_ROW,True
20,Luật-05-2017-QH14,LUẬT,2017,LUẬT QUẢN LÝ NGOẠI THƯƠNG,05/2017/QH14,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-05-2017-QH14.docx,.docx,,05/2017/QH14,OK,,METADATA_ROW,True
21,Luật-05-2022-QH15,LUẬT,2022,LUẬT ĐIỆN ẢNH,05/2022/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-05-2022-QH15.docx,.docx,,05/2022/QH15,OK,,METADATA_ROW,True
22,Luật-06-2003-QH11,LUẬT,2003,LUẬT BIÊN GIỚI QUỐC GIA,06/2003/QH11,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-06-2003-QH11.docx,.docx,,06/2003/QH11,OK,,METADATA_ROW,True
23,Luật-06-2007-QH12,LUẬT,2007,LUẬT HÓA CHẤT,06/2007/QH12,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-06-2007-QH12.docx,.docx,,06/2007/QH12,OK,,METADATA_ROW,True
24,Luật-06-2012-QH13,LUẬT,2012,LUẬT BẢO HIỂM TIỀN GỬI,06/2012/QH13,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-06-2012-QH13.docx,.docx,,06/2012/QH13,OK,,METADATA_ROW,True
25,Luật-06-2017-QH14,LUẬT,2017,LUẬT ĐƯỜNG SẮT,06/2017/QH14,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-06-2017-QH14.docx,.docx,,06/2017/QH14,OK,,METADATA_ROW,True
26,Luật-06-2022-QH15,LUẬT,2022,"LUẬT THI ĐUA, KHEN THƯỞNG",06/2022/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-06-2022-QH15.docx,.docx,,06/2022/QH15,OK,,METADATA_ROW,True
27,Luật-07-2017-QH14,LUẬT,2017,LUẬT CHUYỂN GIAO CÔNG NGHỆ,07/2017/QH14,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-07-2017-QH14.docx,.docx,,07/2017/QH14,OK,,METADATA_ROW,True
28,Luật-07-2022-QH15,LUẬT,2022,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT SỞ HỮU TRÍ TUỆ",07/2022/QH15,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-07-2022-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",07/2022/QH15,OK,,METADATA_ROW,True
29,Luật-08-2007-QH12,LUẬT,2007,LUẬT TƯƠNG TRỢ TƯ PHÁP,08/2007/QH12,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-08-2007-QH12.docx,.docx,,08/2007/QH12,OK,,METADATA_ROW,True
30,Luật-08-2012-QH13,LUẬT,2012,LUẬT GIÁO DỤC ĐẠI HỌC,08/2012/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-08-2012-QH13.docx,.docx,,08/2012/QH13,OK,,METADATA_ROW,True
31,Luật-08-2017-QH14,LUẬT,2017,LUẬT THỦY LỢI,08/2017/QH14,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-08-2017-QH14.docx,.docx,,08/2017/QH14,OK,,METADATA_ROW,True
32,Luật-08-2022-QH15,LUẬT,2022,LUẬT KINH DOANH BẢO HIỂM,08/2022/QH15,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-08-2022-QH15.docx,.docx,,08/2022/QH15,OK,,METADATA_ROW,True
33,Luật-09-2012-QH13,LUẬT,2012,"Luật Phòng, Chống Tác Hại Của Thuốc Lá",09/2012/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-09-2012-QH13.docx,.docx,,09/2012/QH13,OK,,METADATA_ROW,True
34,Luật-09-2017-QH14,LUẬT,2017,Luật Du Lịch,09/2017/QH14,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-09-2017-QH14.docx,.docx,,09/2017/QH14,OK,,METADATA_ROW,True
35,Luật-09-2022-QH15,LUẬT,2022,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT TẦN SỐ VÔ TUYẾN ĐIỆN",09/2022/QH15,economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-09-2022-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",09/2022/QH15,OK,,METADATA_ROW,True
36,Luật-10-2017-QH14,LUẬT,2017,Luật Trách Nhiệm Bồi Thường Của Nhà Nước,10/2017/QH14,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-10-2017-QH14.docx,.docx,,10/2017/QH14,OK,,METADATA_ROW,True
37,Luật-10-2022-QH15,LUẬT,2022,Luật Thực Hiện Dân Chủ Ở Cơ Sở,10/2022/QH15,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-10-2022-QH15.docx,.docx,,10/2022/QH15,OK,,METADATA_ROW,True
38,Luật-100-SL-L.002,SẮC LỆNH,1957,Luật Về Chế Độ Báo Chí,100-SL/L.002,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-100-SL-L.002.docx,.docx,,100-SL/L.002,OK,,METADATA_ROW,True
39,Luật-102-2016-QH13,LUẬT,2016,Luật Trẻ Em,102/2016/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-102-2016-QH13.docx,.docx,,102/2016/QH13,OK,,METADATA_ROW,True
40,Luật-102-SL-L.004,SẮC LỆNH,1957,LUẬT QUY ĐỊNH QUYỀN LẬP HỘI,102-SL/L.004,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-102-SL-L.004.docx,.docx,,102-SL/L.004,OK,,METADATA_ROW,True
41,Luật-103-2016-QH13,LUẬT,2016,Luật Báo Chí,103/2016/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-103-2016-QH13.docx,.docx,,103/2016/QH13,OK,,METADATA_ROW,True
42,Luật-104-2016-QH13,LUẬT,2016,Luật Tiếp Cận Thông Tin,104/2016/QH13,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-104-2016-QH13.docx,.docx,,104/2016/QH13,OK,,METADATA_ROW,True
43,Luật-105-2016-QH13,LUẬT,2016,Luật Dược,105/2016/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-105-2016-QH13.docx,.docx,,105/2016/QH13,OK,,METADATA_ROW,True
44,Luật-106-2016-QH13,LUẬT,2016,"Luật Sửa Đổi, Bổ Sung Một Số Điều Của Luật Thuế Giá Trị Gia Tăng, Luật Thuế Tiêu Thụ Đặc Biệt Và Luật Quản Lý Thuế",106/2016/QH13,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-106-2016-QH13.docx,.docx,"SỬA ĐỔI, BỔ SUNG",106/2016/QH13,OK,,METADATA_ROW,True
45,Luật-107-2016-QH13,LUẬT,2016,"Luật Thuế Xuất Khẩu, Thuế Nhập Khẩu",107/2016/QH13,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-107-2016-QH13.docx,.docx,,107/2016/QH13,OK,,METADATA_ROW,True
46,Luật-108-2016-QH13,LUẬT,2016,Luật Điều Ước Quốc Tế,108/2016/QH13,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-108-2016-QH13.docx,.docx,,108/2016/QH13,OK,,METADATA_ROW,True
47,Luật-11-2008-QH12,LUẬT,2008,Luật Hoạt Động Chữ Thập Đỏ,11/2008/QH12,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-11-2008-QH12.docx,.docx,,11/2008/QH12,OK,,METADATA_ROW,True
48,Luật-11-2017-QH14,LUẬT,2017,Luật Trợ Giúp Pháp Lý,11/2017/QH14,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-11-2017-QH14.docx,.docx,,11/2017/QH14,OK,,METADATA_ROW,True
49,Luật-12-2017-QH14,LUẬT,2017,"Luật Sửa Đổi, Bổ Sung Một Số Điều Của Bộ Luật Hình Sự Số 100/2015/QH13",12/2017/QH14,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-12-2017-QH14.docx,.docx,"SỬA ĐỔI, BỔ SUNG",12/2017/QH14,OK,,METADATA_ROW,True
50,Luật-12-2022-QH15,LUẬT,2022,Luật Dầu Khí,12/2022/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-12-2022-QH15.docx,.docx,,12/2022/QH15,OK,,METADATA_ROW,True
51,Luật-13-2012-QH13,LUẬT,2012,Luật Giám Định Tư Pháp,13/2012/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-13-2012-QH13.docx,.docx,,13/2012/QH13,OK,,METADATA_ROW,True
52,Luật-13-2017-QH14,LUẬT,2017,Luật Cảnh Vệ,13/2017/QH14,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-13-2017-QH14.docx,.docx,,13/2017/QH14,OK,,METADATA_ROW,True
53,Luật-13-2022-QH15,LUẬT,2022,"Luật Phòng, Chống Bạo Lực Gia Đình",13/2022/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-13-2022-QH15.docx,.docx,,13/2022/QH15,OK,,METADATA_ROW,True
54,Luật-14-2008-QH12,LUẬT,2008,Luật Thuế Thu Nhập Doanh Nghiệp,14/2008/QH12,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-14-2008-QH12.docx,.docx,,14/2008/QH12,OK,,METADATA_ROW,True
55,Luật-14-2012-QH13,LUẬT,2012,"Luật Phổ Biến, Giáo Dục Pháp Luật",14/2012/QH13,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-14-2012-QH13.docx,.docx,,14/2012/QH13,OK,,METADATA_ROW,True
56,Luật-14-2022-QH15,LUẬT,2022,"Luật Phòng, Chống Rửa Tiền",14/2022/QH15,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-14-2022-QH15.docx,.docx,,14/2022/QH15,OK,,METADATA_ROW,True
57,Luật-15-2008-QH12,LUẬT,2008,"Luật Trưng Mua, Trưng Dụng Tài Sản",15/2008/QH12,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-15-2008-QH12.docx,.docx,,15/2008/QH12,OK,,METADATA_ROW,True
58,Luật-15-2012-QH13,LUẬT,2012,Luật Xử Lý Vi Phạm Hành Chính,15/2012/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-15-2012-QH13.docx,.docx,,15/2012/QH13,OK,,METADATA_ROW,True
59,Luật-15-2017-QH14,LUẬT,2017,"Luật Quản Lý, Sử Dụng Tài Sản Công",15/2017/QH14,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-15-2017-QH14.docx,.docx,,15/2017/QH14,OK,,METADATA_ROW,True
60,Luật-15-2023-QH15,LUẬT,2023,"Luật Khám Bệnh, Chữa Bệnh",15/2023/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-15-2023-QH15.docx,.docx,,15/2023/QH15,OK,,METADATA_ROW,True
61,Luật-16-1999-QH10,LUẬT,1999,Luật Của Quốc Hội Nước Cộng Hoà Xã Hội Chủ Nghĩa Việt Nam Số 16/1999/QH10 Về Sĩ Quan Quân Đội Nhân Dân Việt Nam,16/1999/QH10,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-16-1999-QH10.docx,.docx,,16/1999/QH10,OK,,METADATA_ROW,True
62,Luật-16-2012-QH13,LUẬT,2012,Luật Quảng Cáo,16/2012/QH13,economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-16-2012-QH13.docx,.docx,,16/2012/QH13,OK,,METADATA_ROW,True
63,Luật-16-2017-QH14,LUẬT,2017,Luật Lâm Nghiệp,16/2017/QH14,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-16-2017-QH14.docx,.docx,,16/2017/QH14,OK,,METADATA_ROW,True
64,Luật-16-2023-QH15,LUẬT,2023,Luật Giá,16/2023/QH15,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-16-2023-QH15.docx,.docx,,16/2023/QH15,OK,,METADATA_ROW,True
65,Luật-17-2023-QH15,LUẬT,2023,Luật Hợp Tác Xã,17/2023/QH15,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-17-2023-QH15.docx,.docx,,17/2023/QH15,OK,,METADATA_ROW,True
66,Luật-18-2008-QH12,LUẬT,2008,Luật Năng Lượng Nguyên Tử,18/2008/QH12,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-18-2008-QH12.docx,.docx,,18/2008/QH12,OK,,METADATA_ROW,True
67,Luật-18-2012-QH13,LUẬT,2012,Luật Biển Việt Nam,18/2012/QH13,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-18-2012-QH13.docx,.docx,,18/2012/QH13,OK,,METADATA_ROW,True
68,Luật-18-2017-QH14,LUẬT,2017,Luật Thủy Sản,18/2017/QH14,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-18-2017-QH14.docx,.docx,,18/2017/QH14,OK,,METADATA_ROW,True
69,Luật-18-2023-QH15,LUẬT,2023,Luật Phòng Thủ Dân Sự,18/2023/QH15,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-18-2023-QH15.docx,.docx,,18/2023/QH15,OK,,METADATA_ROW,True
70,Luật-19-2008-QH12,LUẬT,2008,"Luật Sửa Đổi, Bổ Sung Một Số Điều Của Luật Sĩ Quan Quân Đội Nhân Dân Việt Nam",19/2008/QH12,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-19-2008-QH12.docx,.docx,"SỬA ĐỔI, BỔ SUNG",19/2008/QH12,OK,,METADATA_ROW,True
71,Luật-19-2012-QH13,LUẬT,2012,Luật Xuất Bản,19/2012/QH13,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-19-2012-QH13.docx,.docx,,19/2012/QH13,OK,,METADATA_ROW,True
72,Luật-19-2017-QH14,LUẬT,2017,"Luật Sửa Đổi, Bổ Sung Một Số Điều Của Luật Cơ Quan Đại Diện Nước Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam Ở Nước Ngoài",19/2017/QH14,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-19-2017-QH14.docx,.docx,"SỬA ĐỔI, BỔ SUNG",19/2017/QH14,OK,,METADATA_ROW,True
73,Luật-19-2023-QH15,LUẬT,2023,Luật Bảo Vệ Quyền Lợi Người Tiêu Dùng,19/2023/QH15,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-19-2023-QH15.docx,.docx,,19/2023/QH15,OK,,METADATA_ROW,True
